id,ser1,age,longitude,latitude,ser2,ser3
58,1,29,5.317831385,13.22483095,1,1
59,0,34,5.408587007,13.75703547,0,1
60,0,32,5.408587007,13.75703547,1,0
61,1,36,5.408587007,13.75703547,0,1
62,1,34,5.408587007,13.75703547,1,0
63,1,38,5.408587007,13.75703547,0,0
64,1,34,5.499806235,13.58693868,0,0
65,1,34,5.499806235,13.58693868,1,0
66,1,34,5.499806235,13.58693868,0,0
67,1,35,5.381286793999999,13.59228285,1,1
68,1,36,5.381286793999999,13.59228285,0,0
69,1,29,5.381286793999999,13.59228285,0,0
70,1,31,5.381286793999999,13.59228285,0,1
71,1,37,5.381286793999999,13.59228285,1,1
72,0,36,5.381286793999999,13.59228285,1,0
73,0,36,5.381286793999999,13.59228285,1,1
74,1,30,5.381286793999999,13.59228285,0,1
75,1,31,5.381286793999999,13.59228285,1,0
76,1,31,5.381286793999999,13.59228285,0,0
77,1,27,5.381286793999999,13.59228285,1,0
78,1,33,5.381286793999999,13.59228285,0,0
79,0,30,5.311079887,13.73656393,1,0
80,1,31,5.311079887,13.73656393,1,0
81,1,33,5.311079887,13.73656393,0,0
82,1,36,5.311079887,13.73656393,1,1
83,1,33,5.600757002000001,13.67521759,1,0
84,1,28,5.600757002000001,13.67521759,0,1
85,1,31,5.600757002000001,13.67521759,0,0
86,1,35,5.600757002000001,13.67521759,1,0
87,1,35,5.600757002000001,13.67521759,1,0
88,1,31,5.600757002000001,13.67521759,1,0
89,0,33,5.600757002000001,13.67521759,0,1
90,1,36,5.600757002000001,13.67521759,1,0
91,1,36,5.600757002000001,13.67521759,0,1
92,1,27,5.600757002000001,13.67521759,0,0
93,1,39,5.600757002000001,13.67521759,1,0
94,0,26,5.600757002000001,13.67521759,1,0
95,1,33,5.600757002000001,13.67521759,1,0
96,0,28,5.600757002000001,13.67521759,0,0
97,1,37,5.600757002000001,13.67521759,1,0
98,1,30,5.600757002000001,13.67521759,1,1
99,1,29,5.600757002000001,13.67521759,0,0
100,0,30,5.600757002000001,13.67521759,0,0
101,1,35,5.600757002000001,13.67521759,0,1
102,0,28,5.600757002000001,13.67521759,0,0
103,1,31,5.600757002000001,13.67521759,1,1
104,0,25,5.600757002000001,13.67521759,0,0
105,1,28,5.896335037,13.61224945,1,0
106,1,33,5.896335037,13.61224945,0,0
107,1,33,5.896335037,13.61224945,0,1
108,0,27,5.896335037,13.61224945,1,1
109,0,27,5.896335037,13.61224945,0,0
110,1,32,5.896335037,13.61224945,1,1
111,0,35,5.896335037,13.61224945,1,1
112,0,30,5.896335037,13.61224945,0,1
113,1,32,5.896335037,13.61224945,0,0
114,1,31,5.896335037,13.61224945,1,0
115,1,26,5.896335037,13.61224945,0,1
116,0,39,5.896335037,13.61224945,0,0
117,1,36,5.896335037,13.61224945,1,0
118,1,28,5.896335037,13.61224945,1,1
119,1,33,5.896335037,13.61224945,0,1
120,1,34,5.896335037,13.61224945,1,0
121,1,24,5.896335037,13.61224945,0,1
122,1,32,5.896335037,13.61224945,0,0
123,0,31,5.896335037,13.61224945,0,0
124,1,27,5.896335037,13.61224945,1,1
125,0,27,5.896335037,13.61224945,1,1
126,1,32,5.896335037,13.61224945,0,0
127,0,30,5.724919752999999,13.67939189,1,1
128,1,29,5.724919752999999,13.67939189,0,1
129,1,32,5.724919752999999,13.67939189,1,0
130,1,38,5.724919752999999,13.67939189,0,0
131,1,30,5.724919752999999,13.67939189,1,1
132,0,29,5.724919752999999,13.67939189,0,1
133,1,36,5.724919752999999,13.67939189,0,0
134,1,35,5.724919752999999,13.67939189,0,1
135,1,33,5.724919752999999,13.67939189,0,0
136,1,34,5.724919752999999,13.67939189,0,0
137,1,28,5.724919752999999,13.67939189,0,1
138,1,37,5.724919752999999,13.67939189,0,0
139,1,36,5.724919752999999,13.67939189,0,1
140,1,29,5.724919752999999,13.67939189,0,0
141,1,33,5.724919752999999,13.67939189,0,1
142,1,39,5.724919752999999,13.67939189,1,0
143,1,38,5.724919752999999,13.67939189,0,0
144,1,36,5.724919752999999,13.67939189,1,1
145,1,36,5.724919752999999,13.67939189,0,0
146,0,28,5.724919752999999,13.67939189,0,0
147,0,28,5.724919752999999,13.67939189,1,0
148,1,32,5.724919752999999,13.67939189,1,0
149,0,29,5.724919752999999,13.67939189,1,0
150,1,32,5.724919752999999,13.67939189,0,1
151,1,34,5.724919752999999,13.67939189,0,0
152,1,36,5.724919752999999,13.67939189,0,0
153,1,26,5.724919752999999,13.67939189,0,0
154,1,27,5.724919752999999,13.67939189,1,1
155,0,28,5.724919752999999,13.67939189,1,0
156,0,25,5.724919752999999,13.67939189,1,1
157,0,26,5.724919752999999,13.67939189,0,1
158,1,27,5.724919752999999,13.67939189,0,1
159,1,28,5.724919752999999,13.67939189,0,0
160,1,38,5.724919752999999,13.67939189,1,1
161,1,34,5.724919752999999,13.67939189,0,1
162,0,36,5.724919752999999,13.67939189,0,0
163,1,34,5.724919752999999,13.67939189,0,0
164,1,27,5.55273982,13.50491243,1,1
165,1,36,5.55273982,13.50491243,1,0
166,1,32,5.55273982,13.50491243,1,0
167,1,29,5.55273982,13.50491243,1,1
168,0,28,5.55273982,13.50491243,0,0
169,1,38,5.55273982,13.50491243,1,1
170,1,30,5.55273982,13.50491243,1,0
171,1,27,5.55273982,13.50491243,1,1
172,0,34,5.55273982,13.50491243,0,1
173,1,38,5.55273982,13.50491243,0,0
174,1,29,5.55273982,13.50491243,0,1
175,0,28,5.55273982,13.50491243,1,1
176,1,37,5.55273982,13.50491243,0,0
177,1,28,5.55273982,13.50491243,1,0
178,1,35,5.55273982,13.50491243,1,0
179,1,28,5.55273982,13.50491243,1,0
180,1,29,5.55273982,13.50491243,0,0
181,1,34,5.55273982,13.50491243,1,0
182,1,30,5.55273982,13.50491243,1,1
183,1,30,5.55273982,13.50491243,0,0
184,1,35,5.55273982,13.50491243,1,0
185,0,24,5.879452339,13.61732645,1,0
186,0,38,5.879452339,13.61732645,1,1
187,1,38,5.879452339,13.61732645,0,0
188,0,30,5.879452339,13.61732645,1,1
189,1,35,5.879452339,13.61732645,0,0
190,0,27,5.879452339,13.61732645,1,0
191,0,32,5.879452339,13.61732645,0,0
192,0,31,5.879452339,13.61732645,1,1
193,0,37,5.879452339,13.61732645,0,1
194,0,32,5.879452339,13.61732645,1,1
195,1,27,5.879452339,13.61732645,1,1
196,1,32,5.879452339,13.61732645,0,1
197,0,27,5.879452339,13.61732645,1,1
198,0,33,5.879452339,13.61732645,0,1
199,1,35,5.879452339,13.61732645,0,1
200,1,29,5.879452339,13.61732645,1,0
201,0,30,5.879452339,13.61732645,1,0
202,1,36,5.879452339,13.61732645,0,0
203,0,40,5.879452339,13.61732645,0,1
204,0,27,5.879452339,13.61732645,0,1
205,1,34,5.879452339,13.61732645,0,1
206,0,35,5.879452339,13.61732645,0,0
207,0,26,5.879452339,13.61732645,1,0
208,1,34,5.879452339,13.61732645,0,0
209,1,38,5.879452339,13.61732645,1,0
210,0,24,5.879452339,13.61732645,1,0
211,1,36,5.879452339,13.61732645,1,0
212,0,26,5.879452339,13.61732645,0,1
213,0,25,5.879452339,13.61732645,0,1
214,0,28,5.879452339,13.61732645,1,1
215,0,27,5.879452339,13.61732645,0,0
216,1,39,5.879452339,13.61732645,0,1
217,0,32,5.879452339,13.61732645,1,0
218,0,28,5.879452339,13.61732645,0,0
219,0,26,5.879452339,13.61732645,1,0
220,0,29,5.879452339,13.61732645,1,1
221,0,29,5.879452339,13.61732645,0,0
222,0,37,5.879452339,13.61732645,1,1
223,0,38,5.879452339,13.61732645,0,0
224,1,32,5.879452339,13.61732645,0,0
225,0,30,5.879452339,13.61732645,1,1
226,1,35,5.702698123999999,13.73133243,0,1
227,1,37,5.702698123999999,13.73133243,1,0
228,0,24,5.702698123999999,13.73133243,1,0
229,1,26,5.702698123999999,13.73133243,0,0
230,1,31,5.702698123999999,13.73133243,1,1
231,0,26,5.702698123999999,13.73133243,1,1
232,1,29,5.702698123999999,13.73133243,0,1
233,0,28,5.702698123999999,13.73133243,1,0
234,1,33,5.702698123999999,13.73133243,0,0
235,0,29,5.702698123999999,13.73133243,1,1
236,0,27,5.702698123999999,13.73133243,0,0
237,1,33,5.702698123999999,13.73133243,0,1
238,1,32,5.702698123999999,13.73133243,1,1
239,1,27,5.702698123999999,13.73133243,1,1
240,0,33,5.702698123999999,13.73133243,0,0
241,0,25,5.702698123999999,13.73133243,0,1
242,0,25,5.702698123999999,13.73133243,0,1
243,0,29,5.702698123999999,13.73133243,1,0
244,1,38,5.702698123999999,13.73133243,0,0
245,0,27,5.702698123999999,13.73133243,1,1
246,1,33,5.702698123999999,13.73133243,1,0
247,1,31,5.702698123999999,13.73133243,1,0
248,1,34,5.702698123999999,13.73133243,1,1
249,1,27,5.702698123999999,13.73133243,0,1
250,0,29,6.034579365,13.68311219,0,0
251,1,31,6.034579365,13.68311219,0,1
252,1,32,6.034579365,13.68311219,1,1
253,1,28,6.034579365,13.68311219,0,0
254,1,32,6.034579365,13.68311219,1,0
255,0,29,6.034579365,13.68311219,1,0
256,1,34,6.034579365,13.68311219,0,1
257,1,34,6.034579365,13.68311219,0,1
258,0,27,6.034579365,13.68311219,1,0
259,1,29,6.034579365,13.68311219,0,1
260,1,28,6.034579365,13.68311219,1,1
261,1,32,6.034579365,13.68311219,0,1
262,0,29,6.034579365,13.68311219,1,1
263,1,29,6.034579365,13.68311219,1,0
264,1,32,6.034579365,13.68311219,0,0
265,1,30,6.034579365,13.68311219,1,0
266,0,32,6.034579365,13.68311219,0,1
267,0,26,6.034579365,13.68311219,1,1
268,0,37,6.139543845,13.59823673,1,1
269,1,30,6.139543845,13.59823673,0,0
270,1,36,6.139543845,13.59823673,0,1
271,1,28,6.139543845,13.59823673,0,1
272,0,29,6.139543845,13.59823673,0,1
273,1,29,6.139543845,13.59823673,0,1
274,1,33,6.139543845,13.59823673,1,1
275,1,31,6.139543845,13.59823673,1,1
276,1,36,6.139543845,13.59823673,0,1
277,1,38,6.139543845,13.59823673,0,1
278,1,33,6.139543845,13.59823673,0,1
279,0,26,6.139543845,13.59823673,1,1
280,1,32,6.139543845,13.59823673,0,0
281,1,34,6.139543845,13.59823673,1,1
282,1,30,6.139543845,13.59823673,0,1
283,0,32,6.139543845,13.59823673,1,1
284,0,26,6.139543845,13.59823673,0,1
285,1,28,6.139543845,13.59823673,1,0
286,0,32,6.139543845,13.59823673,1,1
287,1,31,6.139543845,13.59823673,1,0
288,1,31,6.139543845,13.59823673,0,1
289,0,25,6.139543845,13.59823673,1,0
290,1,32,6.139543845,13.59823673,1,1
291,0,27,6.139543845,13.59823673,1,0
292,1,32,6.139543845,13.59823673,0,1
293,1,30,6.2573476139999995,13.59935353,1,1
294,0,25,6.2573476139999995,13.59935353,1,0
295,0,26,6.2573476139999995,13.59935353,1,1
296,1,32,6.2573476139999995,13.59935353,1,1
297,1,33,6.2573476139999995,13.59935353,0,1
298,0,28,6.2573476139999995,13.59935353,1,1
299,0,30,6.2573476139999995,13.59935353,1,1
300,0,30,6.2573476139999995,13.59935353,0,0
301,0,26,6.2573476139999995,13.59935353,0,1
302,1,29,6.2573476139999995,13.59935353,1,0
303,1,30,6.2573476139999995,13.59935353,1,1
304,1,31,6.2573476139999995,13.59935353,1,0
305,1,30,6.2573476139999995,13.59935353,0,0
306,0,32,6.2573476139999995,13.59935353,1,0
307,1,28,6.2573476139999995,13.59935353,0,1
308,0,29,6.2573476139999995,13.59935353,0,1
309,1,33,6.367736495,13.53022953,0,1
310,1,36,6.367736495,13.53022953,1,1
311,0,31,6.367736495,13.53022953,1,0
312,1,32,6.367736495,13.53022953,0,1
313,0,39,6.367736495,13.53022953,1,0
314,1,31,6.367736495,13.53022953,1,0
315,0,28,6.367736495,13.53022953,0,1
316,0,31,6.367736495,13.53022953,0,1
317,1,33,6.367736495,13.53022953,0,0
318,0,28,6.367736495,13.53022953,1,1
319,0,28,6.367736495,13.53022953,0,1
320,1,37,6.367736495,13.53022953,0,1
321,1,36,6.367736495,13.53022953,1,0
322,0,28,6.367736495,13.53022953,1,0
323,1,30,6.367736495,13.53022953,0,1
324,1,25,6.367736495,13.53022953,1,1
325,1,29,6.367736495,13.53022953,1,1
326,1,34,6.367736495,13.53022953,0,1
327,0,28,6.367736495,13.53022953,0,0
328,1,30,6.367736495,13.53022953,0,0
329,0,26,6.367736495,13.53022953,1,1
330,0,26,6.4073251639999995,13.325581699999999,0,1
331,1,37,6.4073251639999995,13.325581699999999,1,1
332,1,40,6.4073251639999995,13.325581699999999,0,0
333,1,34,6.4073251639999995,13.325581699999999,1,1
334,0,26,6.4073251639999995,13.325581699999999,0,0
335,1,33,6.4073251639999995,13.325581699999999,1,0
336,1,38,6.500462901000001,13.30968194,0,0
337,1,32,6.500462901000001,13.30968194,1,1
338,0,30,6.500462901000001,13.30968194,0,1
339,0,29,6.500462901000001,13.30968194,0,0
340,1,34,6.500462901000001,13.30968194,1,1
341,1,32,6.500462901000001,13.30968194,0,0
342,1,34,6.500462901000001,13.30968194,1,0
343,1,32,6.500462901000001,13.30968194,1,1
344,1,32,6.500462901000001,13.30968194,0,1
345,1,36,6.500462901000001,13.30968194,0,1
346,1,30,6.500462901000001,13.30968194,1,0
347,1,32,6.500462901000001,13.30968194,1,0
348,1,32,6.500462901000001,13.30968194,0,1
349,1,36,6.500462901000001,13.30968194,0,0
350,1,30,6.500462901000001,13.30968194,1,0
351,1,34,6.500462901000001,13.30968194,0,1
352,1,35,6.500462901000001,13.30968194,0,0
353,1,34,6.500462901000001,13.30968194,1,1
354,1,32,6.500462901000001,13.30968194,0,1
355,1,37,6.500462901000001,13.30968194,0,1
356,1,32,6.500462901000001,13.30968194,0,0
357,1,32,6.500462901000001,13.30968194,1,0
358,1,33,6.500462901000001,13.30968194,1,1
359,1,35,6.500462901000001,13.30968194,1,1
360,0,28,6.500462901000001,13.30968194,1,1
361,1,31,5.565829494,13.36797214,1,1
362,0,25,5.565829494,13.36797214,1,0
363,1,26,5.565829494,13.36797214,1,0
364,1,34,5.565829494,13.36797214,0,0
365,0,29,5.565829494,13.36797214,1,0
366,0,27,5.565829494,13.36797214,0,1
367,1,27,5.565829494,13.36797214,1,1
368,0,30,5.565829494,13.36797214,0,0
369,1,36,5.565829494,13.36797214,0,0
370,1,30,5.666004857000001,13.43631796,1,0
371,1,33,5.666004857000001,13.43631796,0,1
372,1,38,5.666004857000001,13.43631796,0,1
373,1,38,5.666004857000001,13.43631796,0,0
374,1,31,5.666004857000001,13.43631796,0,1
375,1,26,5.666004857000001,13.43631796,0,1
376,1,33,5.608024079,13.52995832,1,0
377,1,39,5.608024079,13.52995832,1,1
378,0,32,5.608024079,13.52995832,1,1
379,0,32,5.608024079,13.52995832,1,0
380,0,28,5.608024079,13.52995832,0,1
381,1,35,5.608024079,13.52995832,0,1
382,0,32,5.608024079,13.52995832,1,1
383,0,29,5.795651143,13.47804234,1,0
384,1,34,5.795651143,13.47804234,1,0
385,0,29,5.795651143,13.47804234,1,1
386,0,28,5.795651143,13.47804234,1,0
387,1,30,5.795651143,13.47804234,0,0
388,0,32,5.795651143,13.47804234,0,1
389,1,28,5.795651143,13.47804234,1,1
390,0,35,5.795651143,13.47804234,1,0
391,0,29,5.795651143,13.47804234,1,0
392,1,28,5.795651143,13.47804234,1,0
393,1,36,5.795651143,13.47804234,0,1
394,1,28,5.795651143,13.47804234,1,1
395,1,32,5.795651143,13.47804234,1,0
396,1,35,5.795651143,13.47804234,0,0
397,0,30,5.575346167999999,13.28272561,0,1
398,1,35,5.575346167999999,13.28272561,0,1
399,1,33,5.575346167999999,13.28272561,1,0
400,0,28,5.575346167999999,13.28272561,0,0
401,1,34,5.575346167999999,13.28272561,0,0
402,1,40,5.427112987,13.289837699999998,0,0
403,1,30,5.427112987,13.289837699999998,0,0
404,1,29,5.427112987,13.289837699999998,0,0
405,1,28,5.427112987,13.289837699999998,0,1
406,1,40,5.427112987,13.289837699999998,0,1
407,1,36,5.427112987,13.289837699999998,0,0
408,1,34,5.427112987,13.289837699999998,1,1
409,1,27,5.427112987,13.289837699999998,0,0
410,1,31,5.427112987,13.289837699999998,1,0
411,1,37,5.427112987,13.289837699999998,0,1
412,0,28,5.427112987,13.289837699999998,1,1
413,1,34,5.427112987,13.289837699999998,0,0
414,1,34,5.399469886,13.24271631,0,0
415,1,30,5.399469886,13.24271631,1,0
416,1,32,5.399469886,13.24271631,0,1
417,1,27,5.399469886,13.24271631,1,1
418,0,29,5.399469886,13.24271631,1,0
419,1,29,5.399469886,13.24271631,0,1
420,1,32,5.399469886,13.24271631,1,0
421,1,34,5.399469886,13.24271631,0,1
422,0,28,5.399469886,13.24271631,1,1
423,1,30,5.399469886,13.24271631,1,1
424,1,30,5.399469886,13.24271631,1,1
425,1,29,5.399469886,13.24271631,0,0
426,0,30,5.399469886,13.24271631,1,1
427,1,25,5.399469886,13.24271631,1,1
428,0,25,5.399469886,13.24271631,0,0
429,1,38,5.399469886,13.24271631,1,0
430,1,33,5.399469886,13.24271631,1,0
431,1,36,5.399469886,13.24271631,1,1
432,1,34,5.399469886,13.24271631,1,1
433,1,37,5.35029451,13.17909227,1,1
434,1,37,5.35029451,13.17909227,1,0
435,1,31,5.35029451,13.17909227,0,0
436,1,34,5.35029451,13.17909227,0,1
437,1,30,5.35029451,13.17909227,0,1
438,1,30,5.35029451,13.17909227,0,0
439,1,33,5.223091033999999,13.31123368,1,0
440,1,32,5.223091033999999,13.31123368,0,0
441,1,40,5.223091033999999,13.31123368,1,1
442,1,39,5.223091033999999,13.31123368,0,1
443,0,26,5.223091033999999,13.31123368,0,0
444,1,28,5.223091033999999,13.31123368,1,0
445,1,32,5.223091033999999,13.31123368,1,0
446,1,37,5.223091033999999,13.31123368,1,0
447,1,36,5.223091033999999,13.31123368,1,1
448,1,27,5.223091033999999,13.31123368,0,1
449,1,34,5.223091033999999,13.31123368,1,1
450,1,28,5.223091033999999,13.31123368,1,1
451,1,33,5.223091033999999,13.31123368,1,1
452,1,29,5.223091033999999,13.31123368,1,0
453,1,40,5.223091033999999,13.31123368,0,1
454,0,38,5.223091033999999,13.31123368,1,1
455,1,32,5.329449932,13.19065172,0,0
456,1,35,5.329449932,13.19065172,0,0
457,1,38,5.329449932,13.19065172,0,0
458,1,30,5.329449932,13.19065172,1,1
459,0,26,5.329449932,13.19065172,0,0
460,0,30,5.329449932,13.19065172,0,0
461,1,34,5.329449932,13.19065172,0,1
462,0,30,5.338993063999999,13.08660421,0,0
463,0,26,5.338993063999999,13.08660421,1,1
464,1,36,5.338993063999999,13.08660421,0,0
465,0,28,5.338993063999999,13.08660421,0,0
466,1,35,5.338993063999999,13.08660421,1,0
467,1,38,5.338993063999999,13.08660421,1,0
468,0,28,5.240501084,13.03677358,0,0
469,1,30,5.240501084,13.03677358,0,1
470,1,25,5.240501084,13.03677358,1,1
471,0,26,5.240501084,13.03677358,1,1
472,1,38,5.240501084,13.03677358,1,1
473,1,30,5.240501084,13.03677358,0,0
474,1,28,5.240501084,13.03677358,0,1
475,1,30,5.240501084,13.03677358,1,0
476,1,29,5.240501084,13.03677358,0,1
477,1,24,5.240501084,13.03677358,1,1
478,0,28,5.240501084,13.03677358,0,1
479,1,36,5.240501084,13.03677358,1,0
480,1,34,5.265636583,13.05761241,0,0
481,1,27,5.265636583,13.05761241,0,0
482,1,25,5.265636583,13.05761241,0,1
483,1,30,5.265636583,13.05761241,0,0
484,1,39,5.265636583,13.05761241,0,1
485,1,36,5.265636583,13.05761241,0,0
486,1,31,5.251943016,13.06147573,0,1
487,1,34,5.251943016,13.06147573,1,1
488,1,30,5.251943016,13.06147573,0,0
489,1,39,5.251943016,13.06147573,1,1
490,0,31,5.251943016,13.06147573,0,1
491,0,33,5.251943016,13.06147573,1,1
492,1,29,5.251943016,13.06147573,0,0
493,0,32,5.242866937,13.06499546,0,0
494,1,29,5.242866937,13.06499546,1,0
495,1,31,5.242866937,13.06499546,0,0
496,1,38,5.242866937,13.06499546,0,1
497,1,36,5.277528739,13.05198011,1,1
498,1,37,5.277528739,13.05198011,1,0
499,1,34,5.277528739,13.05198011,0,0
500,0,27,5.277528739,13.05198011,1,1
501,0,25,5.277528739,13.05198011,0,1
502,0,28,5.277528739,13.05198011,1,0
503,0,26,5.277528739,13.05198011,1,1
504,1,32,5.277528739,13.05198011,0,0
505,0,29,5.277528739,13.05198011,0,1
506,1,30,5.277528739,13.05198011,1,1
507,1,33,5.277528739,13.05198011,0,0
508,1,32,5.277528739,13.05198011,1,0
509,1,31,5.277528739,13.05198011,0,0
510,0,27,5.277528739,13.05198011,0,0
511,1,34,5.277528739,13.05198011,1,1
512,1,36,5.277528739,13.05198011,1,0
513,0,25,5.277528739,13.05198011,0,1
514,0,25,5.277528739,13.05198011,0,1
515,1,35,5.277528739,13.05198011,1,1
516,1,27,5.277528739,13.05198011,1,1
517,0,30,5.277528739,13.05198011,1,0
518,1,32,5.200785905,13.06655001,0,1
519,1,29,5.200785905,13.06655001,1,0
520,1,31,5.200785905,13.06655001,0,1
521,1,27,5.200785905,13.06655001,0,1
522,1,38,5.200785905,13.06655001,1,0
523,1,35,5.259124085,13.07218646,0,1
524,1,33,5.259124085,13.07218646,0,1
525,1,39,5.259124085,13.07218646,0,0
526,0,25,5.259124085,13.07218646,1,0
527,1,36,5.238035528,13.05357567,1,1
528,0,32,5.239869133,13.07224356,1,1
529,1,36,5.239869133,13.07224356,0,0
530,1,31,5.239869133,13.07224356,0,0
531,1,34,5.239869133,13.07224356,0,0
532,1,33,5.239869133,13.07224356,1,0
533,0,30,5.26195096,13.06631744,0,0
534,1,32,5.26195096,13.06631744,0,0
535,0,31,5.26195096,13.06631744,1,1
536,1,27,5.26195096,13.06631744,1,0
537,1,35,5.26195096,13.06631744,1,1
538,1,36,5.26195096,13.06631744,0,1
539,1,37,5.26195096,13.06631744,1,0
540,1,39,5.26195096,13.06631744,1,0
541,1,38,5.26195096,13.06631744,0,1
542,1,30,5.26195096,13.06631744,1,1
543,1,36,5.26195096,13.06631744,1,0
544,1,39,5.26195096,13.06631744,1,1
545,1,39,5.240937118,13.05816038,1,1
546,1,36,5.180213516,13.04193109,1,0
547,0,33,5.180213516,13.04193109,1,1
548,1,34,5.180213516,13.04193109,0,1
549,0,24,5.180213516,13.04193109,0,0
550,1,32,5.180213516,13.04193109,0,0
551,1,34,5.180213516,13.04193109,1,1
552,0,26,5.180213516,13.04193109,1,0
553,0,27,5.180213516,13.04193109,1,0
554,1,35,5.180213516,13.04193109,1,0
555,1,38,5.180213516,13.04193109,1,0
556,1,39,5.180213516,13.04193109,0,1
557,1,36,5.180213516,13.04193109,0,0
558,1,36,5.180213516,13.04193109,1,1
559,0,30,5.180213516,13.04193109,0,1
560,1,39,5.198519398,13.02752425,0,0
561,0,25,5.198519398,13.02752425,1,1
562,1,39,5.198519398,13.02752425,1,0
563,1,34,5.198519398,13.02752425,0,0
564,0,36,5.198519398,13.02752425,1,0
565,0,28,5.198519398,13.02752425,0,0
566,1,38,5.198519398,13.02752425,0,0
567,1,34,5.198519398,13.02752425,0,1
568,0,35,5.198519398,13.02752425,1,0
569,0,25,5.198519398,13.02752425,1,1
570,0,29,5.198519398,13.02752425,1,0
571,1,37,5.198519398,13.02752425,0,1
572,0,35,5.198519398,13.02752425,1,0
573,1,34,5.198519398,13.02752425,0,0
574,1,35,5.198519398,13.02752425,1,1
575,1,36,5.198519398,13.02752425,1,1
576,1,38,4.98246115,13.048583099999998,0,1
577,1,34,4.98246115,13.048583099999998,0,0
578,1,36,4.98246115,13.048583099999998,0,1
579,1,40,4.98246115,13.048583099999998,0,0
580,1,32,4.98246115,13.048583099999998,0,0
581,0,27,4.98246115,13.048583099999998,1,0
582,1,34,4.97702602,13.02103656,0,1
583,1,37,4.97702602,13.02103656,0,0
584,1,29,4.97702602,13.02103656,0,1
585,1,37,4.97702602,13.02103656,1,0
586,0,31,4.97702602,13.02103656,0,1
587,0,28,4.97702602,13.02103656,1,0
588,0,34,4.818409969,12.80227405,0,1
589,0,32,4.818409969,12.80227405,1,1
590,0,31,4.818409969,12.80227405,0,1
591,0,31,4.818409969,12.80227405,1,0
592,1,34,4.818409969,12.80227405,1,0
593,0,32,4.818409969,12.80227405,1,0
594,0,34,4.818409969,12.80227405,0,1
595,1,34,4.818409969,12.80227405,0,0
596,0,32,4.818409969,12.80227405,1,1
597,1,37,5.0650534380000005,12.68080356,1,1
598,1,37,5.0650534380000005,12.68080356,0,1
599,1,39,5.0650534380000005,12.68080356,1,0
600,1,30,5.0650534380000005,12.68080356,0,1
601,1,33,5.0650534380000005,12.68080356,1,1
602,1,28,5.0650534380000005,12.68080356,1,0
603,1,30,5.0650534380000005,12.68080356,1,1
604,0,36,5.0650534380000005,12.68080356,0,0
605,0,40,5.0650534380000005,12.68080356,1,0
606,1,38,5.0650534380000005,12.68080356,1,1
607,1,36,5.0650534380000005,12.68080356,1,0
608,1,31,5.0650534380000005,12.68080356,1,1
609,1,26,5.0650534380000005,12.68080356,0,1
610,1,38,5.0650534380000005,12.68080356,0,0
611,1,36,4.978119597,12.66136266,1,0
