id,outcome,age,X,Y
160,1,38,5.724919753,13.67939189
161,1,34,5.724919753,13.67939189
162,0,36,5.724919753,13.67939189
163,1,34,5.724919753,13.67939189
164,1,27,5.55273982,13.50491243
165,1,36,5.55273982,13.50491243
166,1,32,5.55273982,13.50491243
167,1,29,5.55273982,13.50491243
168,0,28,5.55273982,13.50491243
169,1,38,5.55273982,13.50491243
170,1,30,5.55273982,13.50491243
171,1,27,5.55273982,13.50491243
172,0,34,5.55273982,13.50491243
173,1,38,5.55273982,13.50491243
174,1,29,5.55273982,13.50491243
175,0,28,5.55273982,13.50491243
176,1,37,5.55273982,13.50491243
177,1,28,5.55273982,13.50491243
178,1,35,5.55273982,13.50491243
179,1,28,5.55273982,13.50491243
180,1,29,5.55273982,13.50491243
181,1,34,5.55273982,13.50491243
182,1,30,5.55273982,13.50491243
183,1,30,5.55273982,13.50491243
184,1,35,5.55273982,13.50491243
185,0,24,5.879452339,13.61732645
186,0,38,5.879452339,13.61732645
187,1,38,5.879452339,13.61732645
188,0,30,5.879452339,13.61732645
189,1,35,5.879452339,13.61732645
190,0,27,5.879452339,13.61732645
191,0,32,5.879452339,13.61732645
192,0,31,5.879452339,13.61732645
193,0,37,5.879452339,13.61732645
194,0,32,5.879452339,13.61732645
195,1,27,5.879452339,13.61732645
196,1,32,5.879452339,13.61732645
197,0,27,5.879452339,13.61732645
198,0,33,5.879452339,13.61732645
199,1,35,5.879452339,13.61732645
200,1,29,5.879452339,13.61732645
201,0,30,5.879452339,13.61732645
202,1,36,5.879452339,13.61732645
203,0,40,5.879452339,13.61732645
204,0,27,5.879452339,13.61732645
205,1,34,5.879452339,13.61732645
206,0,35,5.879452339,13.61732645
207,0,26,5.879452339,13.61732645
208,1,34,5.879452339,13.61732645
209,1,38,5.879452339,13.61732645
210,0,24,5.879452339,13.61732645
211,1,36,5.879452339,13.61732645
212,0,26,5.879452339,13.61732645
213,0,25,5.879452339,13.61732645
214,0,28,5.879452339,13.61732645
215,0,27,5.879452339,13.61732645
216,1,39,5.879452339,13.61732645
217,0,32,5.879452339,13.61732645
218,0,28,5.879452339,13.61732645
219,0,26,5.879452339,13.61732645
220,0,29,5.879452339,13.61732645
221,0,29,5.879452339,13.61732645
222,0,37,5.879452339,13.61732645
223,0,38,5.879452339,13.61732645
224,1,32,5.879452339,13.61732645
225,0,30,5.879452339,13.61732645
226,1,35,5.702698124,13.73133243
227,1,37,5.702698124,13.73133243
228,0,24,5.702698124,13.73133243
229,1,26,5.702698124,13.73133243
230,1,31,5.702698124,13.73133243
231,0,26,5.702698124,13.73133243
232,1,29,5.702698124,13.73133243
233,0,28,5.702698124,13.73133243
234,1,33,5.702698124,13.73133243
235,0,29,5.702698124,13.73133243
236,0,27,5.702698124,13.73133243
237,1,33,5.702698124,13.73133243
238,1,32,5.702698124,13.73133243
239,1,27,5.702698124,13.73133243
240,0,33,5.702698124,13.73133243
241,0,25,5.702698124,13.73133243
242,0,25,5.702698124,13.73133243
243,0,29,5.702698124,13.73133243
244,1,38,5.702698124,13.73133243
245,0,27,5.702698124,13.73133243
246,1,33,5.702698124,13.73133243
247,1,31,5.702698124,13.73133243
248,1,34,5.702698124,13.73133243
249,1,27,5.702698124,13.73133243
250,0,29,6.034579365,13.68311219
251,1,31,6.034579365,13.68311219
252,1,32,6.034579365,13.68311219
253,1,28,6.034579365,13.68311219
254,1,32,6.034579365,13.68311219
255,0,29,6.034579365,13.68311219
256,1,34,6.034579365,13.68311219
257,1,34,6.034579365,13.68311219
258,0,27,6.034579365,13.68311219
259,1,29,6.034579365,13.68311219
260,1,28,6.034579365,13.68311219
261,1,32,6.034579365,13.68311219
262,0,29,6.034579365,13.68311219
263,1,29,6.034579365,13.68311219
264,1,32,6.034579365,13.68311219
265,1,30,6.034579365,13.68311219
266,0,32,6.034579365,13.68311219
267,0,26,6.034579365,13.68311219
268,0,37,6.139543845,13.59823673
269,1,30,6.139543845,13.59823673
270,1,36,6.139543845,13.59823673
271,1,28,6.139543845,13.59823673
272,0,29,6.139543845,13.59823673
273,1,29,6.139543845,13.59823673
274,1,33,6.139543845,13.59823673
275,1,31,6.139543845,13.59823673
276,1,36,6.139543845,13.59823673
277,1,38,6.139543845,13.59823673
278,1,33,6.139543845,13.59823673
279,0,26,6.139543845,13.59823673
280,1,32,6.139543845,13.59823673
281,1,34,6.139543845,13.59823673
282,1,30,6.139543845,13.59823673
283,0,32,6.139543845,13.59823673
284,0,26,6.139543845,13.59823673
285,1,28,6.139543845,13.59823673
286,0,32,6.139543845,13.59823673
287,1,31,6.139543845,13.59823673
288,1,31,6.139543845,13.59823673
289,0,25,6.139543845,13.59823673
290,1,32,6.139543845,13.59823673
291,0,27,6.139543845,13.59823673
292,1,32,6.139543845,13.59823673
293,1,30,6.257347614,13.59935353
294,0,25,6.257347614,13.59935353
295,0,26,6.257347614,13.59935353
296,1,32,6.257347614,13.59935353
297,1,33,6.257347614,13.59935353
298,0,28,6.257347614,13.59935353
299,0,30,6.257347614,13.59935353
300,0,30,6.257347614,13.59935353
301,0,26,6.257347614,13.59935353
302,1,29,6.257347614,13.59935353
303,1,30,6.257347614,13.59935353
304,1,31,6.257347614,13.59935353
305,1,30,6.257347614,13.59935353
306,0,32,6.257347614,13.59935353
307,1,28,6.257347614,13.59935353
308,0,29,6.257347614,13.59935353
309,1,33,6.367736495,13.53022953
310,1,36,6.367736495,13.53022953
311,0,31,6.367736495,13.53022953
312,1,32,6.367736495,13.53022953
313,0,39,6.367736495,13.53022953
314,1,31,6.367736495,13.53022953
315,0,28,6.367736495,13.53022953
316,0,31,6.367736495,13.53022953
317,1,33,6.367736495,13.53022953
318,0,28,6.367736495,13.53022953
319,0,28,6.367736495,13.53022953
320,1,37,6.367736495,13.53022953
321,1,36,6.367736495,13.53022953
322,0,28,6.367736495,13.53022953
323,1,30,6.367736495,13.53022953
324,1,25,6.367736495,13.53022953
325,1,29,6.367736495,13.53022953
326,1,34,6.367736495,13.53022953
327,0,28,6.367736495,13.53022953
328,1,30,6.367736495,13.53022953
329,0,26,6.367736495,13.53022953
330,0,26,6.407325164,13.3255817
331,1,37,6.407325164,13.3255817
332,1,40,6.407325164,13.3255817
333,1,34,6.407325164,13.3255817
334,0,26,6.407325164,13.3255817
335,1,33,6.407325164,13.3255817
336,1,38,6.500462901,13.30968194
337,1,32,6.500462901,13.30968194
338,0,30,6.500462901,13.30968194
339,0,29,6.500462901,13.30968194
340,1,34,6.500462901,13.30968194
341,1,32,6.500462901,13.30968194
342,1,34,6.500462901,13.30968194
343,1,32,6.500462901,13.30968194
344,1,32,6.500462901,13.30968194
345,1,36,6.500462901,13.30968194
346,1,30,6.500462901,13.30968194
347,1,32,6.500462901,13.30968194
348,1,32,6.500462901,13.30968194
349,1,36,6.500462901,13.30968194
350,1,30,6.500462901,13.30968194
351,1,34,6.500462901,13.30968194
352,1,35,6.500462901,13.30968194
353,1,34,6.500462901,13.30968194
354,1,32,6.500462901,13.30968194
355,1,37,6.500462901,13.30968194
356,1,32,6.500462901,13.30968194
357,1,32,6.500462901,13.30968194
358,1,33,6.500462901,13.30968194
359,1,35,6.500462901,13.30968194
360,0,28,6.500462901,13.30968194
361,1,31,5.565829494,13.36797214
362,0,25,5.565829494,13.36797214
363,1,26,5.565829494,13.36797214
364,1,34,5.565829494,13.36797214
365,0,29,5.565829494,13.36797214
366,0,27,5.565829494,13.36797214
367,1,27,5.565829494,13.36797214
368,0,30,5.565829494,13.36797214
369,1,36,5.565829494,13.36797214
370,1,30,5.666004857,13.43631796
371,1,33,5.666004857,13.43631796
372,1,38,5.666004857,13.43631796
373,1,38,5.666004857,13.43631796
374,1,31,5.666004857,13.43631796
375,1,26,5.666004857,13.43631796
376,1,33,5.608024079,13.52995832
377,1,39,5.608024079,13.52995832
378,0,32,5.608024079,13.52995832
379,0,32,5.608024079,13.52995832
380,0,28,5.608024079,13.52995832
381,1,35,5.608024079,13.52995832
382,0,32,5.608024079,13.52995832
383,0,29,5.795651143,13.47804234
384,1,34,5.795651143,13.47804234
385,0,29,5.795651143,13.47804234
386,0,28,5.795651143,13.47804234
387,1,30,5.795651143,13.47804234
388,0,32,5.795651143,13.47804234
389,1,28,5.795651143,13.47804234
390,0,35,5.795651143,13.47804234
391,0,29,5.795651143,13.47804234
392,1,28,5.795651143,13.47804234
393,1,36,5.795651143,13.47804234
394,1,28,5.795651143,13.47804234
395,1,32,5.795651143,13.47804234
396,1,35,5.795651143,13.47804234
397,0,30,5.575346168,13.28272561
398,1,35,5.575346168,13.28272561
399,1,33,5.575346168,13.28272561
400,0,28,5.575346168,13.28272561
401,1,34,5.575346168,13.28272561
402,1,40,5.427112987,13.2898377
403,1,30,5.427112987,13.2898377
404,1,29,5.427112987,13.2898377
405,1,28,5.427112987,13.2898377
406,1,40,5.427112987,13.2898377
407,1,36,5.427112987,13.2898377
408,1,34,5.427112987,13.2898377
409,1,27,5.427112987,13.2898377
410,1,31,5.427112987,13.2898377
411,1,37,5.427112987,13.2898377
412,0,28,5.427112987,13.2898377
413,1,34,5.427112987,13.2898377
414,1,34,5.399469886,13.24271631
415,1,30,5.399469886,13.24271631
416,1,32,5.399469886,13.24271631
417,1,27,5.399469886,13.24271631
418,0,29,5.399469886,13.24271631
419,1,29,5.399469886,13.24271631
420,1,32,5.399469886,13.24271631
421,1,34,5.399469886,13.24271631
422,0,28,5.399469886,13.24271631
423,1,30,5.399469886,13.24271631
424,1,30,5.399469886,13.24271631
425,1,29,5.399469886,13.24271631
426,0,30,5.399469886,13.24271631
427,1,25,5.399469886,13.24271631
428,0,25,5.399469886,13.24271631
429,1,38,5.399469886,13.24271631
430,1,33,5.399469886,13.24271631
431,1,36,5.399469886,13.24271631
432,1,34,5.399469886,13.24271631
433,1,37,5.35029451,13.17909227
434,1,37,5.35029451,13.17909227
435,1,31,5.35029451,13.17909227
436,1,34,5.35029451,13.17909227
437,1,30,5.35029451,13.17909227
438,1,30,5.35029451,13.17909227
439,1,33,5.223091034,13.31123368
440,1,32,5.223091034,13.31123368
441,1,40,5.223091034,13.31123368
442,1,39,5.223091034,13.31123368
443,0,26,5.223091034,13.31123368
444,1,28,5.223091034,13.31123368
445,1,32,5.223091034,13.31123368
446,1,37,5.223091034,13.31123368
447,1,36,5.223091034,13.31123368
448,1,27,5.223091034,13.31123368
449,1,34,5.223091034,13.31123368
450,1,28,5.223091034,13.31123368
451,1,33,5.223091034,13.31123368
452,1,29,5.223091034,13.31123368
453,1,40,5.223091034,13.31123368
454,0,38,5.223091034,13.31123368
455,1,32,5.329449932,13.19065172
456,1,35,5.329449932,13.19065172
457,1,38,5.329449932,13.19065172
458,1,30,5.329449932,13.19065172
459,0,26,5.329449932,13.19065172
460,0,30,5.329449932,13.19065172
461,1,34,5.329449932,13.19065172
462,0,30,5.338993064,13.08660421
463,0,26,5.338993064,13.08660421
464,1,36,5.338993064,13.08660421
465,0,28,5.338993064,13.08660421
466,1,35,5.338993064,13.08660421
467,1,38,5.338993064,13.08660421
468,0,28,5.240501084,13.03677358
469,1,30,5.240501084,13.03677358
470,1,25,5.240501084,13.03677358
471,0,26,5.240501084,13.03677358
472,1,38,5.240501084,13.03677358
473,1,30,5.240501084,13.03677358
474,1,28,5.240501084,13.03677358
475,1,30,5.240501084,13.03677358
476,1,29,5.240501084,13.03677358
477,1,24,5.240501084,13.03677358
478,0,28,5.240501084,13.03677358
479,1,36,5.240501084,13.03677358
480,1,34,5.265636583,13.05761241
481,1,27,5.265636583,13.05761241
482,1,25,5.265636583,13.05761241
483,1,30,5.265636583,13.05761241
484,1,39,5.265636583,13.05761241
485,1,36,5.265636583,13.05761241
486,1,31,5.251943016,13.06147573
487,1,34,5.251943016,13.06147573
488,1,30,5.251943016,13.06147573
489,1,39,5.251943016,13.06147573
490,0,31,5.251943016,13.06147573
491,0,33,5.251943016,13.06147573
492,1,29,5.251943016,13.06147573
493,0,32,5.242866937,13.06499546
494,1,29,5.242866937,13.06499546
495,1,31,5.242866937,13.06499546
496,1,38,5.242866937,13.06499546
497,1,36,5.277528739,13.05198011
498,1,37,5.277528739,13.05198011
499,1,34,5.277528739,13.05198011
500,0,27,5.277528739,13.05198011
501,0,25,5.277528739,13.05198011
502,0,28,5.277528739,13.05198011
503,0,26,5.277528739,13.05198011
504,1,32,5.277528739,13.05198011
505,0,29,5.277528739,13.05198011
506,1,30,5.277528739,13.05198011
507,1,33,5.277528739,13.05198011
508,1,32,5.277528739,13.05198011
509,1,31,5.277528739,13.05198011
510,0,27,5.277528739,13.05198011
511,1,34,5.277528739,13.05198011
512,1,36,5.277528739,13.05198011
513,0,25,5.277528739,13.05198011
514,0,25,5.277528739,13.05198011
515,1,35,5.277528739,13.05198011
516,1,27,5.277528739,13.05198011
517,0,30,5.277528739,13.05198011
518,1,32,5.200785905,13.06655001
519,1,29,5.200785905,13.06655001
520,1,31,5.200785905,13.06655001
521,1,27,5.200785905,13.06655001
522,1,38,5.200785905,13.06655001
523,1,35,5.259124085,13.07218646
524,1,33,5.259124085,13.07218646
525,1,39,5.259124085,13.07218646
526,0,25,5.259124085,13.07218646
527,1,36,5.238035528,13.05357567
528,0,32,5.239869133,13.07224356
529,1,36,5.239869133,13.07224356
530,1,31,5.239869133,13.07224356
531,1,34,5.239869133,13.07224356
532,1,33,5.239869133,13.07224356
533,0,30,5.26195096,13.06631744
534,1,32,5.26195096,13.06631744
535,0,31,5.26195096,13.06631744
536,1,27,5.26195096,13.06631744
537,1,35,5.26195096,13.06631744
538,1,36,5.26195096,13.06631744
539,1,37,5.26195096,13.06631744
540,1,39,5.26195096,13.06631744
541,1,38,5.26195096,13.06631744
542,1,30,5.26195096,13.06631744
543,1,36,5.26195096,13.06631744
544,1,39,5.26195096,13.06631744
545,1,39,5.240937118,13.05816038
546,1,36,5.180213516,13.04193109
547,0,33,5.180213516,13.04193109
548,1,34,5.180213516,13.04193109
549,0,24,5.180213516,13.04193109
550,1,32,5.180213516,13.04193109
551,1,34,5.180213516,13.04193109
552,0,26,5.180213516,13.04193109
553,0,27,5.180213516,13.04193109
554,1,35,5.180213516,13.04193109
555,1,38,5.180213516,13.04193109
556,1,39,5.180213516,13.04193109
557,1,36,5.180213516,13.04193109
558,1,36,5.180213516,13.04193109
559,0,30,5.180213516,13.04193109
560,1,39,5.198519398,13.02752425
561,0,25,5.198519398,13.02752425
562,1,39,5.198519398,13.02752425
563,1,34,5.198519398,13.02752425
564,0,36,5.198519398,13.02752425
565,0,28,5.198519398,13.02752425
566,1,38,5.198519398,13.02752425
567,1,34,5.198519398,13.02752425
568,0,35,5.198519398,13.02752425
569,0,25,5.198519398,13.02752425
570,0,29,5.198519398,13.02752425
571,1,37,5.198519398,13.02752425
572,0,35,5.198519398,13.02752425
573,1,34,5.198519398,13.02752425
574,1,35,5.198519398,13.02752425
575,1,36,5.198519398,13.02752425
576,1,38,4.98246115,13.0485831
577,1,34,4.98246115,13.0485831
578,1,36,4.98246115,13.0485831
579,1,40,4.98246115,13.0485831
580,1,32,4.98246115,13.0485831
581,0,27,4.98246115,13.0485831
582,1,34,4.97702602,13.02103656
583,1,37,4.97702602,13.02103656
584,1,29,4.97702602,13.02103656
585,1,37,4.97702602,13.02103656
586,0,31,4.97702602,13.02103656
587,0,28,4.97702602,13.02103656
588,0,34,4.818409969,12.80227405
589,0,32,4.818409969,12.80227405
590,0,31,4.818409969,12.80227405
591,0,31,4.818409969,12.80227405
592,1,34,4.818409969,12.80227405
593,0,32,4.818409969,12.80227405
594,0,34,4.818409969,12.80227405
595,1,34,4.818409969,12.80227405
596,0,32,4.818409969,12.80227405
597,1,37,5.065053438,12.68080356
598,1,37,5.065053438,12.68080356
599,1,39,5.065053438,12.68080356
600,1,30,5.065053438,12.68080356
601,1,33,5.065053438,12.68080356
602,1,28,5.065053438,12.68080356
603,1,30,5.065053438,12.68080356
604,0,36,5.065053438,12.68080356
605,0,40,5.065053438,12.68080356
606,1,38,5.065053438,12.68080356
607,1,36,5.065053438,12.68080356
608,1,31,5.065053438,12.68080356
609,1,26,5.065053438,12.68080356
610,1,38,5.065053438,12.68080356
611,1,36,4.978119597,12.66136266
612,0,26,4.978119597,12.66136266
613,0,31,4.978119597,12.66136266
614,1,34,4.978119597,12.66136266
615,0,32,4.978119597,12.66136266
616,1,26,4.978119597,12.66136266
617,1,28,4.978119597,12.66136266
618,1,34,4.978119597,12.66136266
619,0,30,4.978119597,12.66136266
620,1,33,4.978119597,12.66136266
621,0,30,4.978119597,12.66136266
622,1,34,4.978119597,12.66136266
623,1,36,4.978119597,12.66136266
624,1,34,4.978119597,12.66136266
625,1,28,4.978119597,12.66136266
626,0,33,4.978119597,12.66136266
627,1,27,4.978119597,12.66136266
628,1,26,4.978119597,12.66136266
629,1,36,4.978119597,12.66136266
630,1,32,4.978119597,12.66136266
631,1,35,4.978119597,12.66136266
632,0,35,4.978119597,12.66136266
633,1,26,4.978119597,12.66136266
634,0,30,4.978119597,12.66136266
635,1,39,4.978119597,12.66136266
636,0,26,5.118188605,12.94793122
637,0,28,5.262494979,12.8769516
638,0,33,5.262494979,12.8769516
639,0,33,5.262494979,12.8769516
640,0,29,5.262494979,12.8769516
641,1,37,5.127812088,12.82171202
642,1,36,5.127812088,12.82171202
643,1,38,5.127812088,12.82171202
644,0,31,5.127812088,12.82171202
645,1,39,5.127812088,12.82171202
646,1,34,5.128245883,12.85464236
647,1,30,5.128245883,12.85464236
648,1,31,5.128245883,12.85464236
649,1,32,5.128245883,12.85464236
650,1,39,5.254153022,13.0174457
651,1,38,5.254153022,13.0174457
652,0,29,5.254153022,13.0174457
653,0,35,5.254153022,13.0174457
654,1,35,5.285495931,12.94144883
655,0,27,5.285495931,12.94144883
656,0,31,5.285495931,12.94144883
657,1,39,5.382072379,12.80832869
658,0,25,5.382072379,12.80832869
659,0,29,5.382072379,12.80832869
660,0,28,5.382072379,12.80832869
661,1,25,5.382072379,12.80832869
662,0,33,5.382072379,12.80832869
663,1,32,5.382072379,12.80832869
664,1,25,5.382072379,12.80832869
665,0,29,5.382072379,12.80832869
666,1,34,5.382072379,12.80832869
667,0,27,5.382072379,12.80832869
668,1,31,5.382072379,12.80832869
669,1,33,4.941513454,12.52548356
670,1,31,4.941513454,12.52548356
671,0,28,4.941513454,12.52548356
672,0,27,4.941513454,12.52548356
673,1,34,4.941513454,12.52548356
674,1,34,4.941513454,12.52548356
675,1,36,4.941513454,12.52548356
676,1,29,4.981708131,12.61677727
677,0,26,4.981708131,12.61677727
678,1,30,4.981708131,12.61677727
679,0,27,4.981708131,12.61677727
680,1,38,4.981708131,12.61677727
681,1,37,4.981708131,12.61677727
682,1,29,4.981708131,12.61677727
683,0,24,4.981708131,12.61677727
684,0,28,4.981708131,12.61677727
685,1,36,4.981708131,12.61677727
686,1,37,4.981708131,12.61677727
687,1,39,4.981708131,12.61677727
688,1,31,4.981708131,12.61677727
689,1,37,4.981708131,12.61677727
690,1,36,4.981708131,12.61677727
691,1,24,4.981708131,12.61677727
692,0,28,4.941513454,12.52548356
693,0,25,4.941513454,12.52548356
694,1,36,4.941513454,12.52548356
695,1,31,4.941513454,12.52548356
696,0,28,4.941513454,12.52548356
697,1,28,4.941513454,12.52548356
698,1,38,4.941513454,12.52548356
699,1,33,4.941513454,12.52548356
700,1,26,4.941513454,12.52548356
701,0,38,4.941513454,12.52548356
702,1,27,4.941513454,12.52548356
703,0,29,4.941513454,12.52548356
704,1,31,4.941513454,12.52548356
705,0,28,4.941513454,12.52548356
706,1,39,4.941513454,12.52548356
707,0,24,4.941513454,12.52548356
708,0,31,4.941513454,12.52548356
709,0,26,4.941513454,12.52548356
710,1,26,4.941513454,12.52548356
711,0,30,4.941513454,12.52548356
712,0,28,4.941513454,12.52548356
713,1,38,4.941513454,12.52548356
714,1,32,5.213476597,12.60475604
715,1,34,5.213476597,12.60475604
716,1,34,5.213476597,12.60475604
717,0,27,5.213476597,12.60475604
718,0,28,5.213476597,12.60475604
719,0,37,5.213476597,12.60475604
720,1,31,5.213476597,12.60475604
721,1,36,5.213476597,12.60475604
722,0,32,5.213476597,12.60475604
723,0,30,5.213476597,12.60475604
724,0,30,5.213476597,12.60475604
725,1,36,5.213476597,12.60475604
726,1,29,5.213476597,12.60475604
727,1,34,5.213476597,12.60475604
728,0,37,5.213476597,12.60475604
729,1,40,5.213476597,12.60475604
730,1,33,5.213476597,12.60475604
731,1,38,5.213476597,12.60475604
732,1,34,5.213476597,12.60475604
733,0,31,5.213476597,12.60475604
734,1,36,5.213476597,12.60475604
735,1,36,5.213476597,12.60475604
736,0,37,5.213476597,12.60475604
737,0,24,5.213476597,12.60475604
738,0,28,5.213476597,12.60475604
739,1,38,5.213476597,12.60475604
740,0,26,5.213476597,12.60475604
741,1,28,5.213476597,12.60475604
742,0,30,5.213476597,12.60475604
743,1,32,5.213476597,12.60475604
744,1,38,5.213476597,12.60475604
745,1,34,5.213476597,12.60475604
746,0,28,5.213476597,12.60475604
747,1,34,5.213476597,12.60475604
748,1,30,5.213476597,12.60475604
749,0,31,5.213476597,12.60475604
750,0,29,5.213476597,12.60475604
751,1,34,5.213476597,12.60475604
752,1,35,4.793618215,12.47811819
753,0,33,4.793618215,12.47811819
754,1,34,4.793618215,12.47811819
755,0,25,4.793618215,12.47811819
756,1,37,4.793618215,12.47811819
757,1,39,4.793618215,12.47811819
758,0,29,4.793618215,12.47811819
759,0,29,4.793618215,12.47811819
760,1,38,4.793618215,12.47811819
761,1,34,4.793618215,12.47811819
762,1,33,4.793618215,12.47811819
763,0,30,4.967878658,12.48861634
764,1,37,4.967878658,12.48861634
765,0,27,4.967878658,12.48861634
766,0,25,4.967878658,12.48861634
767,1,33,4.967878658,12.48861634
768,1,29,4.967878658,12.48861634
769,0,32,4.967878658,12.48861634
770,0,26,4.967878658,12.48861634
771,1,24,4.967878658,12.48861634
772,0,29,4.967878658,12.48861634
773,0,32,4.967878658,12.48861634
774,1,34,4.967878658,12.48861634
775,1,31,4.967878658,12.48861634
776,0,28,4.967878658,12.48861634
